ClassName,Category,ElementName,LocatorName,ExpectedText
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-2 text,bloodpressure_pagesheader,What Factors Affect Blood Pressure?
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-3 text,bloodpressure_pagesheader,How Is Blood Pressure Classified?
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-4 text,bloodpressure_pagesheader,How Often Should I Check my Blood Pressure?
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-5 text,bloodpressure_pagesheader,Monitoring Your Blood Pressure
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-6 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-7 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson2data,Lesson-2 Page-8 text,bloodpressure_pagesheader,In the next lesson

Page_BloodPressureCourse,courselesson3data,Lesson-3 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson3data,Lesson-3 LinkText,thirdlessontext,Taking The Hype Out Of Hypertension
Page_BloodPressureCourse,courselesson3data,Lesson-3 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-2 text,bloodpressure_pagesheader,POPULAR MYTHS ABOUT BLOOD PRESSURE
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-3 text,bloodpressure_pagesheader,Where Can I Find Accurate and Reliable Information About Blood Pressure?
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson3data,Lesson-3 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson4data,Lesson-4 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson4data,Lesson-4 LinkText,fourthlessontext,Working With Your Doctor
Page_BloodPressureCourse,courselesson4data,Lesson-4 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-2 text,bloodpressure_pagesheader,What Can I Do to Improve My Hypertension Control?
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-3 text,bloodpressure_pagesheader,In the Doctor
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson4data,Lesson-4 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson5data,Lesson-5 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson5data,Lesson-5 LinkText,fifthlessontext,Lifestyle Modifications
Page_BloodPressureCourse,courselesson5data,Lesson-5 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-2 text,bloodpressure_pagesheader,Which Lifestyle Modifications Can Prevent and Manage Hypertension?
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-3 text,bloodpressure_pagesheader,How Effective Are Lifestyle Modifications?
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson5data,Lesson-5 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson6data,Lesson-6 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson6data,Lesson-6 LinkText,sixthlessontext,Eating More Potassium-Rich Foods
Page_BloodPressureCourse,courselesson6data,Lesson-6 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson6data,Lesson-6 Page-1 text,bloodpressure_pagesheader,Potassium and Why Is it so Important?
Page_BloodPressureCourse,courselesson6data,Lesson-6 Page-2 text,bloodpressure_pagesheader,How Much Potassium Do I Need?
Page_BloodPressureCourse,courselesson6data,Lesson-6 Page-3 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson6data,Lesson-6 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson6data,Lesson-6 Page-5 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson7data,Lesson-7 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson7data,Lesson-7 LinkText,seventhlessontext,Alcohol And Tobacco
Page_BloodPressureCourse,courselesson7data,Lesson-7 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-1 text,bloodpressure_pagesheader,EASY ON THE ALCOHOL
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-2 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-3 text,bloodpressure_pagesheader,AVOIDING TOBACCO
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-4 text,bloodpressure_pagesheader,How Can I Quit?
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-6 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson7data,Lesson-7 Page-7 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson8data,Lesson-8 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson8data,Lesson-8 LinkText,eighthlessontext,Physical Activity
Page_BloodPressureCourse,courselesson8data,Lesson-8 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-1 text,bloodpressure_pagesheader,How Does Physical Activity Affect Blood Pressure?
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-2 text,bloodpressure_pagesheader,m Exercising at Moderate-intensity?
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-3 text,bloodpressure_pagesheader,Is There Anything I Shouldn
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson8data,Lesson-8 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson9data,Lesson-9 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson9data,Lesson-9 LinkText,ninthlessontext,Limiting Sodium
Page_BloodPressureCourse,courselesson9data,Lesson-9 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-2 text,bloodpressure_pagesheader,How Does Sodium Affect Blood Pressure?
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-3 text,bloodpressure_pagesheader,How Do I Know how Much Sodium I
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-4 text,bloodpressure_pagesheader,How Do I Cut Back on Sodium?
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson9data,Lesson-9 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson10data,Lesson-10 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson10data,Lesson-10 LinkText,tenthlessontext,The DASH Eating Plan
Page_BloodPressureCourse,courselesson10data,Lesson-10 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-2 text,bloodpressure_pagesheader,Fruits
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-3 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-5 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson10data,Lesson-10 Page-6 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson11data,Lesson-11 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson11data,Lesson-11 LinkText,eleventhlessontext,More About The DASH Eating Plan
Page_BloodPressureCourse,courselesson11data,Lesson-11 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-2 text,bloodpressure_pagesheader,How Do I Limit my Solid Fat Intake?
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-3 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-5 text,bloodpressure_pagesheader,A Well-stocked Refrigerator
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-6 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson11data,Lesson-11 Page-7 text,bloodpressure_pagesheader,IN THE NEXT LESSON

Page_BloodPressureCourse,courselesson12data,Lesson-12 Course Overview Header,courseoverviewheader,Course Overview
Page_BloodPressureCourse,courselesson12data,Lesson-12 LinkText,twelvethlessontext,Putting It All Together
Page_BloodPressureCourse,courselesson12data,Lesson-12 Overview Text,bloodpressure_overviewheader,Overview
Page_BloodPressureCourse,courselesson12data,Lesson-12 Page-1 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson12data,Lesson-12 Page-2 text,bloodpressure_pagesheader,Making Healthier Protein Choices
Page_BloodPressureCourse,courselesson12data,Lesson-12 Page-3 text,bloodpressure_pagesheader,PUTTING IT ALL TOGETHER
Page_BloodPressureCourse,courselesson12data,Lesson-12 Page-4 text,bloodpressure_pagesheader,no_element
Page_BloodPressureCourse,courselesson12data,Lesson-12 Page-5 text,bloodpressure_pagesheader,A TIME FOR REFLECTION

Page_ManageStressCourse,coursedata,Managing Stress Header,managestresscourseheader,Managing Stress

Page_ManageStressCourse,courselesson1data,Lesson-1 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson1data,Lesson-1 LinkText,firstlessontext,Building A Foundation
Page_ManageStressCourse,courselesson1data,Lesson-1 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-2 text,managestress_pagesheader,CONGRATULATIONS AND WELCOME!
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-3 text,managestress_pagesheader,STRESS: WHAT IS IT?
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-4 text,managestress_pagesheader,WHAT STRESS DOES TO YOUR BODY
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-5 text,managestress_pagesheader,WHY WOULD ANYONE WANT TO LEARN TO MANAGE HIS OR HER STRESS?
Page_ManageStressCourse,courselesson1data,Lesson-1 Page-6 text,managestress_pagesheader,TAKING YOUR FIRST STEPS

Page_ManageStressCourse,courselesson2data,Lesson-2 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson2data,Lesson-2 LinkText,secondlessontext,Creating Your "Toolbox"
Page_ManageStressCourse,courselesson2data,Lesson-2 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson2data,Lesson-2 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson2data,Lesson-2 Page-2 text,managestress_pagesheader,THE IMPORTANCE OF HAVING THE RIGHT KIND OF TOOLS
Page_ManageStressCourse,courselesson2data,Lesson-2 Page-3 text,managestress_pagesheader,ADDING TO YOUR TOOLBOX
Page_ManageStressCourse,courselesson2data,Lesson-2 Page-4 text,managestress_pagesheader,CREATING YOUR STRESS MANAGEMENT TOOLBOX
Page_ManageStressCourse,courselesson2data,Lesson-2 Page-5 text,managestress_pagesheader,PRACTICING WITH YOUR TOOLS

Page_ManageStressCourse,courselesson3data,Lesson-3 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson3data,Lesson-3 LinkText,thirdlessontext,Your Personal Blueprint
Page_ManageStressCourse,courselesson3data,Lesson-3 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson3data,Lesson-3 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson3data,Lesson-3 Page-2 text,managestress_pagesheader,THE DISADVANTAGES OF STRESS
Page_ManageStressCourse,courselesson3data,Lesson-3 Page-3 text,managestress_pagesheader,THE BENEFITS OF CHANGE
Page_ManageStressCourse,courselesson3data,Lesson-3 Page-4 text,managestress_pagesheader,BELIEVING IN CHANGE
Page_ManageStressCourse,courselesson3data,Lesson-3 Page-5 text,managestress_pagesheader,COMMITTING TO CHANGE

Page_ManageStressCourse,courselesson4data,Lesson-4 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson4data,Lesson-4 LinkText,fourthlessontext,Acting vs. Reacting
Page_ManageStressCourse,courselesson4data,Lesson-4 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson4data,Lesson-4 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson4data,Lesson-4 Page-2 text,managestress_pagesheader,WHAT IS REACTING?
Page_ManageStressCourse,courselesson4data,Lesson-4 Page-3 text,managestress_pagesheader,WHY IS IT IMPORTANT TO ACT?
Page_ManageStressCourse,courselesson4data,Lesson-4 Page-4 text,managestress_pagesheader,LEARNING HOW TO ACT
Page_ManageStressCourse,courselesson4data,Lesson-4 Page-5 text,managestress_pagesheader,THINK ABOUT THE PAST

Page_ManageStressCourse,courselesson5data,Lesson-5 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson5data,Lesson-5 LinkText,fifthlessontext,Being Positive!
Page_ManageStressCourse,courselesson5data,Lesson-5 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson5data,Lesson-5 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson5data,Lesson-5 Page-2 text,managestress_pagesheader,EXAMINING YOUR STRESSORS
Page_ManageStressCourse,courselesson5data,Lesson-5 Page-3 text,managestress_pagesheader,REFRAMING SITUATIONS FROM NEGATIVE TO POSITIVE
Page_ManageStressCourse,courselesson5data,Lesson-5 Page-4 text,managestress_pagesheader,RESPECTING YOUR LIMITATIONS
Page_ManageStressCourse,courselesson5data,Lesson-5 Page-5 text,managestress_pagesheader,SENDING POSITIVE MESSAGES TO YOURSELF

Page_ManageStressCourse,courselesson6data,Lesson-6 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson6data,Lesson-6 LinkText,sixthlessontext,Learning How to Relax
Page_ManageStressCourse,courselesson6data,Lesson-6 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson6data,Lesson-6 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson6data,Lesson-6 Page-2 text,managestress_pagesheader,READING YOUR BODY: WHAT HAPPENS INSIDE WHEN YOU FEEL STRESS
Page_ManageStressCourse,courselesson6data,Lesson-6 Page-3 text,managestress_pagesheader,PROTECTING YOURSELF FROM THE EFFECTS OF STRESS
Page_ManageStressCourse,courselesson6data,Lesson-6 Page-4 text,managestress_pagesheader,MODIFYING YOUR RESPONSES TO STRESSFUL SITUATIONS
Page_ManageStressCourse,courselesson6data,Lesson-6 Page-5 text,managestress_pagesheader,TAKING YOUR NEXT STEPS

Page_ManageStressCourse,courselesson7data,Lesson-7 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson7data,Lesson-7 LinkText,seventhlessontext,More Tools for Your Toolbox
Page_ManageStressCourse,courselesson7data,Lesson-7 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson7data,Lesson-7 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson7data,Lesson-7 Page-2 text,managestress_pagesheader,MYTHS ABOUT STRESS
Page_ManageStressCourse,courselesson7data,Lesson-7 Page-3 text,managestress_pagesheader,MORE TOOLS FOR YOUR TOOLBOX
Page_ManageStressCourse,courselesson7data,Lesson-7 Page-4 text,managestress_pagesheader,EXPANDING YOUR KNOWLEDGE
Page_ManageStressCourse,courselesson7data,Lesson-7 Page-5 text,managestress_pagesheader,BUILDING YOUR BUILDING AND OTHERS!

Page_ManageStressCourse,courselesson8data,Lesson-8 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson8data,Lesson-8 LinkText,eighthlessontext,Stress at Home and Work
Page_ManageStressCourse,courselesson8data,Lesson-8 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson8data,Lesson-8 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson8data,Lesson-8 Page-2 text,managestress_pagesheader,WORK-LIFE BALANCE
Page_ManageStressCourse,courselesson8data,Lesson-8 Page-3 text,managestress_pagesheader,LEAVE WORK AT WORK
Page_ManageStressCourse,courselesson8data,Lesson-8 Page-4 text,managestress_pagesheader,THE IMPORTANCE OF REMAINING POSITIVE
Page_ManageStressCourse,courselesson8data,Lesson-8 Page-5 text,managestress_pagesheader,BEHAVIOR CHAIN

Page_ManageStressCourse,courselesson9data,Lesson-9 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson9data,Lesson-9 LinkText,ninthlessontext,Remembering What's Important 
Page_ManageStressCourse,courselesson9data,Lesson-9 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson9data,Lesson-9 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson9data,Lesson-9 Page-2 text,managestress_pagesheader,THE LONG-TERM EFFECTS OF STRESS HORMONES
Page_ManageStressCourse,courselesson9data,Lesson-9 Page-3 text,managestress_pagesheader,CREATIVE THINKING EXERCISE
Page_ManageStressCourse,courselesson9data,Lesson-9 Page-4 text,managestress_pagesheader,VALUES INVENTORY
Page_ManageStressCourse,courselesson9data,Lesson-9 Page-5 text,managestress_pagesheader,WHERE YOU'VE BEEN . . . WHERE YOU'RE GOING

Page_ManageStressCourse,courselesson10data,Lesson-10 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson10data,Lesson-10 LinkText,tenthlessontext,Write It Out 
Page_ManageStressCourse,courselesson10data,Lesson-10 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson10data,Lesson-10 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson10data,Lesson-10 Page-2 text,managestress_pagesheader,KEEPING A JOURNAL
Page_ManageStressCourse,courselesson10data,Lesson-10 Page-3 text,managestress_pagesheader,WHY KEEPING A JOURNAL IS HELPFUL
Page_ManageStressCourse,courselesson10data,Lesson-10 Page-4 text,managestress_pagesheader,JOURNALING FOR STRESS MANAGEMENT
Page_ManageStressCourse,courselesson10data,Lesson-10 Page-5 text,managestress_pagesheader,REWARD YOURSELF!

Page_ManageStressCourse,courselesson11data,Lesson-11 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson11data,Lesson-11 LinkText,eleventhlessontext,Helping Others Build 
Page_ManageStressCourse,courselesson11data,Lesson-11 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson11data,Lesson-11 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson11data,Lesson-11 Page-2 text,managestress_pagesheader,THE PREVALENCE OF STRESS IN AMERICA
Page_ManageStressCourse,courselesson11data,Lesson-11 Page-3 text,managestress_pagesheader,STRESS IN THE FAMILY
Page_ManageStressCourse,courselesson11data,Lesson-11 Page-4 text,managestress_pagesheader,IDENTIFYING OPPORTUNITIES
Page_ManageStressCourse,courselesson11data,Lesson-11 Page-5 text,managestress_pagesheader,MAKING A DIFFERENCE

Page_ManageStressCourse,courselesson12data,Lesson-12 Course Overview Header,courseoverviewheader,Course Overview
Page_ManageStressCourse,courselesson12data,Lesson-12 LinkText,twelvethlessontext,Maintaining Your Craftsmanship 
Page_ManageStressCourse,courselesson12data,Lesson-12 Overview Text,managestress_overviewheader,Overview
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-1 text,managestress_pagesheader,no_element
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-2 text,managestress_pagesheader,THE IMPORTANCE OF PRACTICE
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-3 text,managestress_pagesheader,THREE FINAL TOOLS
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-4 text,managestress_pagesheader,RELAPSE PREVENTION
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-5 text,managestress_pagesheader,CONTINUING YOUR EFFORTS
Page_ManageStressCourse,courselesson12data,Lesson-12 Page-6 text,managestress_pagesheader,YOUR FUTURE BLUEPRINT

Page_WeightManagementCourse,coursedata,Weight Management Header,weightcourseheader,Weight Management

Page_WeightManagementCourse,courselesson1data,Lesson-1 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson1data,Lesson-1 LinkText,firstlessontext,Why Weight?
Page_WeightManagementCourse,courselesson1data,Lesson-1 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-2 text,weightcourse_pagesheader,WELCOME!
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-3 text,weightcourse_pagesheader,YOUR WEIGHT MANAGEMENT GOAL
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-4 text,weightcourse_pagesheader,YOUR WEIGHT MANAGEMENT GOAL
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-5 text,weightcourse_pagesheader,YOUR WEIGHT MANAGEMENT GOAL
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-6 text,weightcourse_pagesheader,SETTING YOUR GOAL
Page_WeightManagementCourse,courselesson1data,Lesson-1 Page-7 text,weightcourse_pagesheader,HELPFUL TOOLS

Page_WeightManagementCourse,courselesson2data,Lesson-2 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson2data,Lesson-2 LinkText,secondlessontext,Calories Count
Page_WeightManagementCourse,courselesson2data,Lesson-2 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-2 text,weightcourse_pagesheader,CALORIES IN VS. CALORIES OUT
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-3 text,weightcourse_pagesheader,MORE ON CALORIES
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-4 text,weightcourse_pagesheader,BENEFITS OF WEIGHT MANAGEMENT
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-5 text,weightcourse_pagesheader,YOUR MOTIVATION
Page_WeightManagementCourse,courselesson2data,Lesson-2 Page-6 text,weightcourse_pagesheader,no_element

Page_WeightManagementCourse,courselesson3data,Lesson-3 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson3data,Lesson-3 LinkText,thirdlessontext,Move it to Lose it!
Page_WeightManagementCourse,courselesson3data,Lesson-3 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-2 text,weightcourse_pagesheader,CALORIES BURNED DURING PHYSICAL ACTIVITY
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-3 text,weightcourse_pagesheader,BALANCING PHYSICAL ACTIVITY AND FOOD
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-4 text,weightcourse_pagesheader,IT'S NOT JUST ABOUT YOUR WEIGHT!
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-5 text,weightcourse_pagesheader,THE PHYSICAL ACTIVITY GUIDELINES
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-6 text,weightcourse_pagesheader,Strength Training
Page_WeightManagementCourse,courselesson3data,Lesson-3 Page-7 text,weightcourse_pagesheader,FITTING IT IN

Page_WeightManagementCourse,courselesson4data,Lesson-4 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson4data,Lesson-4 LinkText,fourthlessontext,The Building Blocks of a Healthy Diet
Page_WeightManagementCourse,courselesson4data,Lesson-4 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson4data,Lesson-4 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson4data,Lesson-4 Page-2 text,weightcourse_pagesheader,CARBOHYDRATES
Page_WeightManagementCourse,courselesson4data,Lesson-4 Page-3 text,weightcourse_pagesheader,PROTEINS
Page_WeightManagementCourse,courselesson4data,Lesson-4 Page-4 text,weightcourse_pagesheader,FATS
Page_WeightManagementCourse,courselesson4data,Lesson-4 Page-5 text,weightcourse_pagesheader,MONITORING YOUR PROGRESS

Page_WeightManagementCourse,courselesson5data,Lesson-5 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson5data,Lesson-5 LinkText,fifthlessontext,Don't Follow the Fad
Page_WeightManagementCourse,courselesson5data,Lesson-5 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson5data,Lesson-5 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson5data,Lesson-5 Page-2 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson5data,Lesson-5 Page-3 text,weightcourse_pagesheader,PORTION SIZE VS. SERVING SIZE
Page_WeightManagementCourse,courselesson5data,Lesson-5 Page-4 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson5data,Lesson-5 Page-5 text,weightcourse_pagesheader,REWARD YOUR WAY TO SUCCESS

Page_WeightManagementCourse,courselesson6data,Lesson-6 Course Overview Header,courseoverviewheader,Course Overview
Page_WeightManagementCourse,courselesson6data,Lesson-6 LinkText,sixthlessontext,Planning for Success
Page_WeightManagementCourse,courselesson6data,Lesson-6 Overview Text,weightcourse_overviewheader,Overview
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-1 text,weightcourse_pagesheader,no_element
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-2 text,weightcourse_pagesheader,GOOD DAY/BAD DAY
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-3 text,weightcourse_pagesheader,GROCERY SHOPPING
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-4 text,weightcourse_pagesheader,NUTRITION FACTS LABEL
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-5 text,weightcourse_pagesheader,WHAT ARE YOUR TRIGGERS?
Page_WeightManagementCourse,courselesson6data,Lesson-6 Page-6 text,weightcourse_pagesheader,Congratulations and Welcome!

